file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
065131036.png,27,0.68013936,829.8581,373.6511,1171.7264,373.6511,1171.7264,894.72485,829.8581,894.72485
065131036.png,27,0.64578944,808.6817,304.70456,1169.2128,304.70456,1169.2128,867.58044,808.6817,867.58044
065147868.png,16,0.9971615,727.2913,188.36127,1012.4824,188.36127,1012.4824,495.6209,727.2913,495.6209
065203472.png,3,0.05167082,720.6663,275.0468,1046.424,275.0468,1046.424,643.0241,720.6663,643.0241
065203472.png,8,0.99898595,537.94385,760.22327,827.8602,760.22327,827.8602,1035.6978,537.94385,1035.6978
065203472.png,11,0.14403191,711.8823,193.53697,1091.1719,193.53697,1091.1719,649.4626,711.8823,649.4626
065203472.png,11,0.082338855,696.6442,195.80313,1079.2559,195.80313,1079.2559,584.94257,696.6442,584.94257
065203472.png,11,0.054340582,692.083,197.98886,1037.9567,197.98886,1037.9567,492.68216,692.083,492.68216
065203472.png,17,0.78169143,738.7714,199.94406,1092.8828,199.94406,1092.8828,644.7187,738.7714,644.7187
065203472.png,17,0.33912086,712.31213,221.28894,1081.6969,221.28894,1081.6969,653.5273,712.31213,653.5273
065203472.png,17,0.26174745,690.53644,197.88847,1047.7997,197.88847,1047.7997,493.52808,690.53644,493.52808
065203472.png,17,0.21827115,700.8895,199.3817,1083.7025,199.3817,1083.7025,586.0726,700.8895,586.0726
065203472.png,17,0.19570325,754.18445,242.19412,1108.1738,242.19412,1108.1738,622.743,754.18445,622.743
065203472.png,17,0.11805917,690.9998,198.28824,1057.6448,198.28824,1057.6448,540.61536,690.9998,540.61536
065203472.png,17,0.057344917,723.69116,248.78267,1095.7676,248.78267,1095.7676,638.84595,723.69116,638.84595
065203472.png,21,0.06104959,711.81805,252.12413,1082.6466,252.12413,1082.6466,630.9685,711.81805,630.9685
065203472.png,24,0.4692057,709.44073,254.28554,1072.5536,254.28554,1072.5536,628.555,709.44073,628.555
065203472.png,24,0.2855861,711.2177,224.09784,1095.301,224.09784,1095.301,594.96954,711.2177,594.96954
065203472.png,24,0.26588762,719.81903,266.9669,1049.9257,266.9669,1049.9257,646.1636,719.81903,646.1636
065203472.png,24,0.2212143,760.89825,247.95906,1100.9103,247.95906,1100.9103,618.589,760.89825,618.589
065203472.png,24,0.15853536,737.7491,237.65724,1085.2832,237.65724,1085.2832,647.4001,737.7491,647.4001
065203472.png,24,0.12072385,703.43445,207.37242,1055.344,207.37242,1055.344,618.3173,703.43445,618.3173
065203472.png,24,0.08708598,711.80133,195.68347,1082.5352,195.68347,1082.5352,649.3205,711.80133,649.3205
065203472.png,24,0.06889645,688.18585,202.18826,1030.0281,202.18826,1030.0281,489.7309,688.18585,489.7309
065203472.png,24,0.06503065,692.56287,201.41759,1039.2389,201.41759,1039.2389,533.17596,692.56287,533.17596
065203472.png,24,0.062887214,698.84717,203.34413,1028.1646,203.34413,1028.1646,588.158,698.84717,588.158
065203472.png,25,0.28175688,714.55927,270.76157,1078.8949,270.76157,1078.8949,630.50366,714.55927,630.50366
065203472.png,25,0.27440315,739.0334,241.36296,1089.7878,241.36296,1089.7878,638.16016,739.0334,638.16016
065203472.png,25,0.16667202,775.48157,258.04706,1100.5302,258.04706,1100.5302,639.55023,775.48157,639.55023
065203472.png,27,0.15322968,717.54425,269.24982,1050.694,269.24982,1050.694,639.90814,717.54425,639.90814
065203472.png,27,0.12780656,730.19,258.6661,1091.7173,258.6661,1091.7173,630.9764,730.19,630.9764
065203472.png,27,0.07112311,773.82324,242.90903,1097.144,242.90903,1097.144,629.664,773.82324,629.664
065203472.png,28,0.63218296,723.99695,272.42545,1078.071,272.42545,1078.071,638.6094,723.99695,638.6094
065203472.png,28,0.54339576,775.7791,260.11905,1099.436,260.11905,1099.436,630.1224,775.7791,630.1224
065203472.png,28,0.15161884,726.1547,254.65027,1107.192,254.65027,1107.192,621.4684,726.1547,621.4684
065203472.png,28,0.07935103,733.9268,220.95241,1093.0918,220.95241,1093.0918,635.26794,733.9268,635.26794
065223169.png,16,0.9899004,735.3335,159.09839,1016.8559,159.09839,1016.8559,459.58585,735.3335,459.58585
065330905.png,33,0.9979399,791.44196,479.829,1056.6569,479.829,1056.6569,760.3425,791.44196,760.3425
065331262.png,33,0.9977958,878.0634,694.52905,1166.0713,694.52905,1166.0713,994.38165,878.0634,994.38165
065425441.png,3,0.99599695,1075.7634,35.675785,1330.8109,35.675785,1330.8109,305.37106,1075.7634,305.37106
065714256.png,16,0.994935,800.91754,288.92932,1092.6923,288.92932,1092.6923,610.2396,800.91754,610.2396
065750973.png,8,0.9991763,380.81198,323.34436,634.6341,323.34436,634.6341,565.0474,380.81198,565.0474
070016143.png,10,0.99945825,480.73148,707.53217,769.6155,707.53217,769.6155,985.9574,480.73148,985.9574
070203878.png,22,0.9959046,319.72226,3.8367445,616.017,3.8367445,616.017,312.60596,319.72226,312.60596
070203878.png,22,0.85999376,271.49667,11.297812,600.715,11.297812,600.715,310.68832,271.49667,310.68832
070203878.png,22,0.65653604,294.77722,0.37096438,641.1707,0.37096438,641.1707,298.49368,294.77722,298.49368
070203878.png,24,0.7214702,264.8932,9.654896,604.88965,9.654896,604.88965,320.6636,264.8932,320.6636
070203878.png,24,0.062396657,294.7608,0.0,628.199,0.0,628.199,309.14017,294.7608,309.14017
070203878.png,25,0.99811304,1343.336,624.39496,1662.1145,624.39496,1662.1145,963.7769,1343.336,963.7769
070203878.png,27,0.46342102,268.6761,0.0,610.70776,0.0,610.70776,313.00525,268.6761,313.00525
070203878.png,28,0.07784819,281.79773,0.0,614.82385,0.0,614.82385,309.67084,281.79773,309.67084
070305203.png,22,0.6816983,225.39381,0.0,529.87573,0.0,529.87573,155.34123,225.39381,155.34123
070305203.png,22,0.57211083,271.19324,1.9825269,530.3122,1.9825269,530.3122,156.15157,271.19324,156.15157
070305203.png,22,0.3971815,214.54121,1.5089997,463.60934,1.5089997,463.60934,152.77202,214.54121,152.77202
070305203.png,22,0.11771681,200.41006,4.3595123,523.88745,4.3595123,523.88745,139.7437,200.41006,139.7437
070305203.png,22,0.062802844,311.89355,1.0716339,528.65625,1.0716339,528.65625,156.2032,311.89355,156.2032
070305203.png,24,0.2035369,207.08226,0.8859595,540.3549,0.8859595,540.3549,156.45853,207.08226,156.45853
070305203.png,24,0.0803365,245.24715,0.26354554,532.8137,0.26354554,532.8137,160.75339,245.24715,160.75339
070305203.png,25,0.9845185,720.79224,88.59114,983.76117,88.59114,983.76117,384.552,720.79224,384.552
070305203.png,27,0.6493339,209.94899,2.1757765,526.9533,2.1757765,526.9533,156.79681,209.94899,156.79681
070305203.png,27,0.31887457,213.73563,0.3777759,481.47284,0.3777759,481.47284,155.53706,213.73563,155.53706
070305203.png,27,0.25446433,270.18784,0.0,529.7582,0.0,529.7582,159.39986,270.18784,159.39986
070305203.png,28,0.053307917,213.18213,3.2299256,482.84357,3.2299256,482.84357,151.45195,213.18213,151.45195
070305203.png,28,0.05264646,216.58237,0.0,525.5191,0.0,525.5191,151.56273,216.58237,151.56273
070326639.png,8,0.99932265,414.2263,493.29205,677.2103,493.29205,677.2103,741.7109,414.2263,741.7109
070537535.png,4,0.9817167,341.35742,144.55823,582.70306,144.55823,582.70306,406.24454,341.35742,406.24454
070537535.png,23,0.10420827,341.5223,144.84026,577.9129,144.84026,577.9129,403.1307,341.5223,403.1307
070638309.png,3,0.9970393,1031.441,78.560905,1287.4076,78.560905,1287.4076,350.29437,1031.441,350.29437
070924581.png,16,0.99742967,451.57034,493.59933,755.25555,493.59933,755.25555,829.8118,451.57034,829.8118
070957510.png,8,0.9986211,1126.3184,235.61693,1377.9512,235.61693,1377.9512,467.5738,1126.3184,467.5738
071020846.png,16,0.98631775,1242.7429,397.838,1558.8573,397.838,1558.8573,732.68384,1242.7429,732.68384
071040074.png,16,0.9956195,1196.1979,246.02881,1498.1758,246.02881,1498.1758,560.7024,1196.1979,560.7024
071044472.png,4,0.98199695,1158.4492,260.62485,1419.884,260.62485,1419.884,527.08307,1158.4492,527.08307
071126840.png,4,0.97616583,368.20392,266.65036,622.0191,266.65036,622.0191,530.4725,368.20392,530.4725
071126840.png,12,0.05263155,713.2554,33.180447,1031.4163,33.180447,1031.4163,440.28003,713.2554,440.28003
071126840.png,21,0.10891098,717.21515,62.152824,1038.9336,62.152824,1038.9336,431.8217,717.21515,431.8217
071126840.png,22,0.5849721,734.9574,66.631096,1031.8496,66.631096,1031.8496,434.83203,734.9574,434.83203
071126840.png,22,0.49726847,716.0888,39.1901,1032.5078,39.1901,1032.5078,448.04532,716.0888,448.04532
071126840.png,22,0.48463705,730.89075,93.402855,1015.54596,93.402855,1015.54596,425.8758,730.89075,425.8758
071126840.png,22,0.06796145,820.43713,7.2988005,987.6747,7.2988005,987.6747,141.19017,820.43713,141.19017
071126840.png,23,0.0931863,368.08716,264.26105,620.3693,264.26105,620.3693,542.64124,368.08716,542.64124
071126840.png,25,0.05716173,712.56177,66.34265,1023.80695,66.34265,1023.80695,429.03113,712.56177,429.03113
071126840.png,27,0.60801685,713.93085,62.527493,1021.89996,62.527493,1021.89996,422.19025,713.93085,422.19025
071126840.png,27,0.2424222,725.77124,49.0021,1034.2313,49.0021,1034.2313,444.79517,725.77124,444.79517
071126840.png,27,0.08229277,739.7424,78.410286,1030.299,78.410286,1030.299,425.41324,739.7424,425.41324
071126840.png,28,0.5718928,722.1672,78.9654,1029.2865,78.9654,1029.2865,419.4305,722.1672,419.4305
071126840.png,28,0.14291026,713.1357,31.8562,1033.8547,31.8562,1033.8547,447.28094,713.1357,447.28094
071216504.png,4,0.9988444,832.11633,417.60938,1100.0778,417.60938,1100.0778,704.23944,832.11633,704.23944
071228971.png,4,0.9962806,719.6876,168.6417,968.6296,168.6417,968.6296,429.3302,719.6876,429.3302
071332675.png,16,0.98621947,1198.4984,247.82854,1497.2192,247.82854,1497.2192,562.01556,1198.4984,562.01556
071514141.png,16,0.9852144,715.873,145.95062,995.2473,145.95062,995.2473,452.11545,715.873,452.11545
071514141.png,25,0.06061181,712.1473,149.59534,995.2288,149.59534,995.2288,456.36804,712.1473,456.36804
071556611.png,11,0.47795966,1272.3016,296.45917,1583.9495,296.45917,1583.9495,762.1583,1272.3016,762.1583
071556611.png,11,0.06206007,1296.5383,299.33047,1586.0161,299.33047,1586.0161,800.07666,1296.5383,800.07666
071556611.png,16,0.97070396,732.7241,178.39185,1017.82166,178.39185,1017.82166,485.0276,732.7241,485.0276
071556611.png,24,0.82992893,1293.7306,363.5351,1588.9539,363.5351,1588.9539,796.8727,1293.7306,796.8727
071556611.png,24,0.7011731,1273.2672,295.17004,1587.6898,295.17004,1587.6898,778.52716,1273.2672,778.52716
071556611.png,24,0.5915166,1293.5142,282.22244,1584.8569,282.22244,1584.8569,819.73395,1293.5142,819.73395
071556611.png,24,0.21598712,1300.5077,417.90198,1589.22,417.90198,1589.22,785.99896,1300.5077,785.99896
071556611.png,25,0.11062077,724.39087,182.33722,1013.8162,182.33722,1013.8162,496.01428,724.39087,496.01428
071556611.png,26,0.92053074,1308.9017,419.0459,1590.8452,419.0459,1590.8452,771.6401,1308.9017,771.6401
071556611.png,26,0.7628315,1294.0715,367.71225,1589.6852,367.71225,1589.6852,776.0839,1294.0715,776.0839
071556611.png,26,0.6587149,1294.6749,303.10126,1589.3899,303.10126,1589.3899,782.325,1294.6749,782.325
071556611.png,28,0.09893105,1299.3259,426.64474,1586.4769,426.64474,1586.4769,773.09863,1299.3259,773.09863
071623410.png,16,0.9036832,1024.3984,854.0753,1364.1923,854.0753,1364.1923,1080.0,1024.3984,1080.0
071623410.png,21,0.991198,447.61356,643.2368,746.08014,643.2368,746.08014,992.1169,447.61356,992.1169
071623410.png,21,0.07269015,1022.7044,859.84766,1350.4849,859.84766,1350.4849,1080.0,1022.7044,1080.0
071623410.png,28,0.06785962,448.59445,643.5427,747.60974,643.5427,747.60974,984.50195,448.59445,984.50195
071711040.png,21,0.9538936,732.452,294.86707,1083.0472,294.86707,1083.0472,668.0245,732.452,668.0245
071711040.png,21,0.9425864,738.2254,255.88843,1095.7968,255.88843,1095.7968,680.5506,738.2254,680.5506
071711040.png,21,0.764955,709.8602,250.74548,1089.7897,250.74548,1089.7897,629.9996,709.8602,629.9996
071711040.png,21,0.24594045,757.23846,272.06247,1104.1216,272.06247,1104.1216,640.2506,757.23846,640.2506
071711040.png,24,0.08869008,706.59845,256.51877,1069.0868,256.51877,1069.0868,622.967,706.59845,622.967
071711040.png,27,0.16624758,725.14276,274.7783,1088.4492,274.7783,1088.4492,668.21985,725.14276,668.21985
071711040.png,27,0.09017387,757.77893,293.5066,1101.3938,293.5066,1101.3938,662.0128,757.77893,662.0128
071711040.png,31,0.9984658,1070.2396,83.02618,1322.2035,83.02618,1322.2035,328.29352,1070.2396,328.29352
071716537.png,13,0.9841314,1273.0449,670.29834,1567.7837,670.29834,1567.7837,940.55164,1273.0449,940.55164
071722808.png,13,0.9938023,1095.3727,183.90521,1344.8468,183.90521,1344.8468,420.5548,1095.3727,420.5548
071722808.png,22,0.066958554,1103.2385,169.53188,1348.4204,169.53188,1348.4204,415.88202,1103.2385,415.88202
071745784.png,0,0.8307417,1099.9492,159.14677,1366.291,159.14677,1366.291,396.568,1099.9492,396.568
071745784.png,1,0.07333076,1100.2085,162.88527,1364.4148,162.88527,1364.4148,395.42935,1100.2085,395.42935
071745784.png,4,0.3623481,1098.2433,163.32513,1364.3308,163.32513,1364.3308,402.9812,1098.2433,402.9812
071745784.png,22,0.23370607,837.3516,2.9611988,968.9202,2.9611988,968.9202,33.638298,837.3516,33.638298
071745784.png,22,0.11298224,839.341,1.9755712,959.552,1.9755712,959.552,37.29104,839.341,37.29104
071745784.png,22,0.059862312,843.18646,1.8317107,976.28827,1.8317107,976.28827,34.816586,843.18646,34.816586
071745784.png,24,0.07358675,836.34686,2.6937063,970.51294,2.6937063,970.51294,35.19289,836.34686,35.19289
071745784.png,33,0.19423304,838.53033,1.6706333,969.48584,1.6706333,969.48584,35.74629,838.53033,35.74629
071746614.png,0,0.99771583,1284.5173,540.37305,1586.1187,540.37305,1586.1187,816.2172,1284.5173,816.2172
071746614.png,22,0.10595915,844.43805,2.588762,964.7915,2.588762,964.7915,37.025337,844.43805,37.025337
071916416.png,1,0.12418073,827.8053,418.46118,1081.0305,418.46118,1081.0305,683.10406,827.8053,683.10406
071916416.png,4,0.9690039,822.4646,415.61438,1089.039,415.61438,1089.039,692.22076,822.4646,692.22076
071916416.png,7,0.097751096,825.29565,416.80954,1083.7538,416.80954,1083.7538,710.0915,825.29565,710.0915
071916416.png,11,0.21380097,826.0302,415.73138,1083.8693,415.73138,1083.8693,707.5437,826.0302,707.5437
071916416.png,24,0.07459017,821.83295,417.11426,1082.8691,417.11426,1082.8691,711.3096,821.83295,711.3096
071916416.png,25,0.10474068,824.1354,410.7257,1082.6722,410.7257,1082.6722,710.55817,824.1354,710.55817
072049095.png,23,0.9988945,763.8721,128.78598,980.81537,128.78598,980.81537,355.41678,763.8721,355.41678
072050586.png,0,0.77719074,1279.0208,499.6823,1567.8156,499.6823,1567.8156,767.6476,1279.0208,767.6476
072050586.png,1,0.3423329,1279.7532,507.87186,1569.0244,507.87186,1569.0244,758.5444,1279.7532,758.5444
072050586.png,3,0.15311609,1275.2228,502.49234,1574.5964,502.49234,1574.5964,764.0168,1275.2228,764.0168
072050586.png,4,0.056771673,1272.8394,508.39996,1576.1727,508.39996,1576.1727,761.2136,1272.8394,761.2136
072050586.png,8,0.06096653,1485.7418,852.94904,1784.2244,852.94904,1784.2244,1080.0,1485.7418,1080.0
072050586.png,11,0.18670359,1427.7622,716.469,1740.3882,716.469,1740.3882,1034.1737,1427.7622,1034.1737
072050586.png,11,0.05962402,1427.1516,729.98785,1740.3254,729.98785,1740.3254,998.7871,1427.1516,998.7871
072050586.png,18,0.2097947,1271.6975,506.5529,1570.5038,506.5529,1570.5038,761.88086,1271.6975,761.88086
072050586.png,22,0.092562884,846.5537,2.5030496,969.7789,2.5030496,969.7789,40.92512,846.5537,40.92512
072050586.png,22,0.081612565,1487.983,850.6272,1783.2202,850.6272,1783.2202,1080.0,1487.983,1080.0
072050586.png,23,0.08112045,1484.8259,852.78503,1781.8046,852.78503,1781.8046,1080.0,1484.8259,1080.0
072050586.png,24,0.98669714,1451.9626,746.11707,1769.2236,746.11707,1769.2236,1080.0,1451.9626,1080.0
072050586.png,24,0.94590807,1425.7677,701.7505,1754.4052,701.7505,1754.4052,1080.0,1425.7677,1080.0
072050586.png,24,0.65246385,1482.1469,840.15497,1777.2909,840.15497,1777.2909,1080.0,1482.1469,1080.0
072050586.png,24,0.54327697,1464.0398,805.25757,1766.7715,805.25757,1766.7715,1080.0,1464.0398,1080.0
072050586.png,24,0.20126365,1427.6265,734.34436,1754.5773,734.34436,1754.5773,1032.1342,1427.6265,1032.1342
072050586.png,26,0.10249013,1428.1716,716.7446,1738.7195,716.7446,1738.7195,1019.2513,1428.1716,1019.2513
072050586.png,26,0.0949179,1428.9415,716.00354,1748.4137,716.00354,1748.4137,1080.0,1428.9415,1080.0
072050586.png,26,0.05241936,1443.7859,758.9556,1766.999,758.9556,1766.999,1080.0,1443.7859,1080.0
072050586.png,29,0.096657775,1276.4647,503.35138,1575.7646,503.35138,1575.7646,762.82623,1276.4647,762.82623
072050586.png,30,0.12516552,1478.9456,853.40466,1785.0225,853.40466,1785.0225,1080.0,1478.9456,1080.0
072050586.png,30,0.10232577,1275.3667,504.7562,1573.5652,504.7562,1573.5652,766.0466,1275.3667,766.0466
072050586.png,31,0.058248375,1279.0853,516.563,1567.8047,516.563,1567.8047,771.37366,1279.0853,771.37366
072050586.png,33,0.6744152,1476.9496,842.47546,1773.4406,842.47546,1773.4406,1080.0,1476.9496,1080.0
072052199.png,23,0.9989242,1147.1029,249.3593,1380.1503,249.3593,1380.1503,493.38693,1147.1029,493.38693
072216311.png,33,0.99899584,1074.135,137.16621,1329.5737,137.16621,1329.5737,402.57974,1074.135,402.57974
072221717.png,22,0.2324605,844.1831,2.1388116,966.6971,2.1388116,966.6971,36.83568,844.1831,36.83568
072221717.png,22,0.17532812,843.2192,4.0129375,969.28217,4.0129375,969.28217,34.084515,843.2192,34.084515
072221717.png,24,0.1353147,841.8224,1.7425237,968.9472,1.7425237,968.9472,39.024586,841.8224,39.024586
072221717.png,32,0.057648804,842.1266,1.9899015,968.8498,1.9899015,968.8498,39.644608,842.1266,39.644608
072221717.png,33,0.99908197,1100.2323,161.1231,1354.8492,161.1231,1354.8492,424.835,1100.2323,424.835
072221717.png,33,0.16454275,842.4498,1.574459,969.50165,1.574459,969.50165,37.06948,842.4498,37.06948
072221717.png,33,0.052121136,841.59235,3.9291217,969.29596,3.9291217,969.29596,34.181107,841.59235,34.181107
072248943.png,4,0.9890549,1136.9265,129.53218,1392.6196,129.53218,1392.6196,389.9498,1136.9265,389.9498
072257646.png,16,0.9820716,1330.8591,554.61584,1663.8425,554.61584,1663.8425,901.6341,1330.8591,901.6341
072257646.png,25,0.10429885,1325.1659,561.4881,1664.62,561.4881,1664.62,913.0051,1325.1659,913.0051
072308411.png,0,0.4926271,1156.5874,270.10184,1432.9092,270.10184,1432.9092,526.653,1156.5874,526.653
072308411.png,1,0.69807696,1157.6201,274.36063,1428.9194,274.36063,1428.9194,521.0432,1157.6201,521.0432
072308411.png,4,0.41738197,1153.9161,267.11633,1435.8193,267.11633,1435.8193,527.7939,1153.9161,527.7939
072308411.png,11,0.053753715,1441.7393,733.1336,1787.4049,733.1336,1787.4049,1080.0,1441.7393,1080.0
072308411.png,17,0.18184038,1443.834,734.77716,1794.1426,734.77716,1794.1426,1080.0,1443.834,1080.0
072308411.png,21,0.32562914,1467.8093,735.0589,1784.3,735.0589,1784.3,1080.0,1467.8093,1080.0
072308411.png,22,0.7944313,615.6356,7.106924,843.0759,7.106924,843.0759,139.91528,615.6356,139.91528
072308411.png,22,0.122335464,619.6345,2.1749744,827.9968,2.1749744,827.9968,146.62679,619.6345,146.62679
072308411.png,24,0.8321801,613.1791,0.5059699,832.45087,0.5059699,832.45087,147.64641,613.1791,147.64641
072308411.png,24,0.8206722,1449.0791,741.39966,1789.3818,741.39966,1789.3818,1080.0,1449.0791,1080.0
072308411.png,24,0.445692,1472.9634,804.3901,1787.1908,804.3901,1787.1908,1080.0,1472.9634,1080.0
072308411.png,26,0.32217315,1439.1779,737.2872,1786.4695,737.2872,1786.4695,1080.0,1439.1779,1080.0
072308411.png,27,0.066170655,1467.9679,738.43384,1785.002,738.43384,1785.002,1080.0,1467.9679,1080.0
072308411.png,27,0.06098286,1483.0914,815.00525,1787.3179,815.00525,1787.3179,1080.0,1483.0914,1080.0
072308411.png,28,0.37090743,1454.1868,735.0922,1778.9666,735.0922,1778.9666,1080.0,1454.1868,1080.0
072308411.png,28,0.36526993,1480.8853,815.5043,1790.9003,815.5043,1790.9003,1080.0,1480.8853,1080.0
072308411.png,28,0.12718791,1456.6835,791.4851,1777.7551,791.4851,1777.7551,1080.0,1456.6835,1080.0
072308411.png,28,0.093230195,614.8812,8.612847,840.87164,8.612847,840.87164,139.91296,614.8812,139.91296
072308411.png,28,0.08312079,1473.8892,759.2031,1794.2733,759.2031,1794.2733,1080.0,1473.8892,1080.0
072308411.png,28,0.051543422,615.3793,0.0,823.4048,0.0,823.4048,145.25768,615.3793,145.25768
072519498.png,23,0.99795985,443.41107,531.4313,681.82495,531.4313,681.82495,792.27277,443.41107,792.27277
072544230.png,8,0.050891973,989.68536,94.40258,1234.1259,94.40258,1234.1259,323.8399,989.68536,323.8399
072544230.png,13,0.9867006,985.45074,97.494316,1234.7104,97.494316,1234.7104,326.2268,985.45074,326.2268
072544230.png,22,0.1696962,847.75397,2.0704753,968.53815,2.0704753,968.53815,35.29722,847.75397,35.29722
072544230.png,24,0.10513159,845.71515,1.6953279,970.11554,1.6953279,970.11554,37.082417,845.71515,37.082417
072544230.png,33,0.18871889,846.18384,1.820837,968.085,1.820837,968.085,35.276913,846.18384,35.276913
072616883.png,31,0.99579346,1114.0225,128.10243,1371.0435,128.10243,1371.0435,377.74408,1114.0225,377.74408
072618114.png,3,0.09900368,1167.4052,229.04884,1414.8176,229.04884,1414.8176,511.35657,1167.4052,511.35657
072618114.png,4,0.96145946,1167.1499,239.04796,1427.0702,239.04796,1427.0702,501.4811,1167.1499,501.4811
072624272.png,3,0.053044733,1299.8806,532.50323,1589.6827,532.50323,1589.6827,872.2728,1299.8806,872.2728
072624272.png,11,0.115654215,1272.1873,378.3599,1577.7943,378.3599,1577.7943,887.8836,1272.1873,887.8836
072624272.png,11,0.08223639,1273.5068,393.8034,1558.6149,393.8034,1558.6149,793.69104,1273.5068,793.69104
072624272.png,16,0.056190528,1273.1158,380.24976,1584.2937,380.24976,1584.2937,867.7938,1273.1158,867.7938
072624272.png,17,0.19274946,1280.1511,401.26852,1552.0702,401.26852,1552.0702,640.7504,1280.1511,640.7504
072624272.png,17,0.085747495,1321.585,403.45117,1520.3395,403.45117,1520.3395,579.79926,1321.585,579.79926
072624272.png,17,0.08463624,1277.8888,405.79428,1532.486,405.79428,1532.486,667.48193,1277.8888,667.48193
072624272.png,17,0.073294684,1272.4335,401.50714,1544.9569,401.50714,1544.9569,734.6412,1272.4335,734.6412
072624272.png,17,0.061190765,1270.2462,391.8974,1568.1608,391.8974,1568.1608,754.0699,1270.2462,754.0699
072624272.png,23,0.99892837,838.4285,473.05954,1078.9525,473.05954,1078.9525,728.23663,838.4285,728.23663
072624272.png,24,0.9857736,1288.1244,477.9385,1588.9264,477.9385,1588.9264,892.72675,1288.1244,892.72675
072624272.png,24,0.9581397,1283.5309,394.1438,1585.9478,394.1438,1585.9478,923.20123,1283.5309,923.20123
072624272.png,24,0.9070435,1297.0789,525.8226,1592.4863,525.8226,1592.4863,876.596,1297.0789,876.596
072624272.png,24,0.6490615,1271.1567,385.55545,1573.1304,385.55545,1573.1304,886.83276,1271.1567,886.83276
072624272.png,24,0.090375945,1271.5444,400.59592,1550.8418,400.59592,1550.8418,790.16364,1271.5444,790.16364
072624272.png,27,0.06024758,1292.1051,483.05365,1591.5824,483.05365,1591.5824,878.08984,1292.1051,878.08984
